"","Ailuropoda_melanoleuca","Bison_bison","Bos_taurus","Colobus_angolensis_palliatus","Cercocebus_atys","Castor_canadensis","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Chlorocebus_sabaeus","Carlito_syrichta","Dasypus_novemcinctus","Dipodomys_ordii","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Homo_sapiens","Ictidomys_tridecemlineatus","Jaculus_jaculus","Loxodonta_africana","Mesocricetus_auratus","Mus_caroli","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Marmota","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Macaca_nemestrina","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Pongo_abelii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Panthera_tigris_altaica","Pan_troglodytes","Pteropus_vampyrus","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sarcophilus_harrisii","Sus_scrofa","Tursiops_truncatus","Ursus_americanus","Ursus_maritimus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR23239_SF19",1,1,2,1,1,0,1,1,1,1,1,1,0,2,1,1,0,0,0,1,1,0,2,1,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
"PTHR23239_SF22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,1
"PTHR23239_SF27",2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23239_SF28",1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23239_SF35",3,1,1,7,6,1,5,2,2,3,1,2,5,7,7,1,1,3,1,5,1,1,1,1,2,1,1,8,9,1,5,2,1,6,3,2,1,7,3,2,2,2,19,4,6,1,1,5,1,1,4,1,1,9,1,1,1,1,1,1,1
"PTHR23239_SF44",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23239_SF88",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,2
"PTHR23239_SF90",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"PTHR23239_SF91",1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6,1,2,1,1,1,3,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,0,2
"PTHR23239_SF92",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"PTHR23239_SF93",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,2,2
"PTHR23239_SF95",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"PTHR23239_SF98",4,3,3,2,2,0,1,4,3,1,0,4,2,3,2,3,3,2,1,0,2,4,4,1,1,3,2,2,3,3,2,4,3,2,3,4,3,1,4,4,1,4,3,1,2,4,3,1,4,4,1,3,1,1,3,3,2,3,3,1,4
"PTHR23240_SF5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23240_SF6",1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR23241",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR23243",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PTHR23244_SF266",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,2,1
"PTHR23245",3,3,3,2,2,3,2,2,3,4,2,2,3,2,2,2,3,2,2,2,3,3,2,3,2,3,4,2,3,2,3,2,3,2,2,3,3,2,3,2,3,3,4,3,2,3,3,2,2,2,2,3,3,2,2,3,2,3,2,3,3
"PTHR23247",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"PTHR23248_SF26",1,1,2,1,1,3,1,1,1,1,3,3,1,2,0,1,1,1,3,1,1,2,3,1,3,3,2,1,1,2,1,1,3,1,3,1,3,1,1,1,2,2,1,1,1,1,3,1,2,2,1,2,2,1,1,1,2,1,1,1,1
"PTHR23248_SF28",2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23248_SF8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"PTHR23249",2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,6,2,2,2,3,2,2,2,2,2,2,2,3,1,1,1,2,1,2,2
"PTHR23250",2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR23251",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
"PTHR23252",2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"PTHR23253_SF10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"PTHR23253_SF23",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"PTHR23253_SF28",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23254",3,5,4,3,3,3,4,4,3,3,3,5,3,3,3,3,3,3,3,3,4,3,7,2,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3
"PTHR23255_SF62",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
"PTHR23257_SF346",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"PTHR23257_SF360",1,1,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1
"PTHR23257_SF362",1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,1
"PTHR23257_SF370",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR23257_SF417",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23257_SF418",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR23257_SF42",1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1
"PTHR23257_SF43",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR23257_SF63",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23260",4,5,5,1,1,5,0,5,5,4,2,3,4,0,3,2,6,6,5,4,7,3,3,3,2,5,4,2,3,5,1,0,5,1,3,2,5,2,5,5,5,3,3,4,1,4,5,3,5,5,4,3,4,1,1,2,0,4,4,4,5
"PTHR23264",3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
"PTHR23266_SF75",1,3,4,8,8,6,4,4,3,6,1,5,4,11,3,0,3,6,2,9,6,1,0,3,0,2,6,9,4,3,8,5,4,8,0,2,2,4,2,0,1,1,1,3,10,6,2,8,10,4,7,1,2,2,2,2,0,6,4,0,7
"PTHR23266_SF83",1,1,3,1,3,1,1,1,1,1,1,0,1,0,2,0,1,1,1,2,2,0,0,1,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,2,2,1,2,0,1,0,0,1,1,1,2,0,1,1,1,1
"PTHR23266_SF86",1,9,13,7,14,31,4,1,8,10,6,10,9,0,61,0,8,12,2,7,31,0,0,39,4,10,0,13,74,14,5,1,25,12,9,1,10,4,1,2,0,1,0,20,14,7,26,7,1,1,10,1,38,3,1,0,0,7,0,1,1
"PTHR23266_SF91",4,0,0,21,23,33,27,23,0,30,4,19,25,7,47,14,6,5,8,23,48,3,1,6,1,15,2,32,96,24,23,29,26,30,2,15,26,13,8,0,57,7,10,9,25,42,26,15,14,1,27,1,43,13,11,4,0,7,7,7,36
"PTHR23267_SF11",1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,4,1,2,0,1,1,1,1,1,2,0,2,1,2,1,1,1,3,1,1,1,1,0,2,1,1,1,1,1,2,1,0,1,1,1,1,0,1
"PTHR23267_SF133",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1
"PTHR23267_SF134",2,3,5,1,2,3,3,1,3,7,5,1,8,2,3,1,2,3,1,1,3,1,3,10,1,0,31,4,0,3,4,10,12,4,0,6,1,1,5,3,5,0,7,3,4,49,17,1,1,2,3,0,14,4,39,11,0,6,6,31,1
"PTHR23267_SF51",4,3,4,8,11,5,12,2,5,6,4,8,11,6,9,0,8,9,2,8,10,1,0,2,0,0,2,11,3,4,8,7,0,10,0,5,0,7,5,3,6,0,6,0,12,4,3,8,6,4,10,0,1,5,1,5,0,10,8,1,4
"PTHR23268_SF15",2,4,2,2,2,1,1,1,2,1,0,0,1,2,2,0,2,2,2,2,4,0,0,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,0,0,2,2,2,2,2,2,0,2,0,2,2,3,2,0,2,2,2,2
"PTHR23271",1,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,0,1,1,1
"PTHR23273_SF0",1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23277_SF48",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23277_SF49",1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
"PTHR23277_SF54",1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"PTHR23277_SF56",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"PTHR23277_SF58",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0
"PTHR23277_SF61",1,1,1,2,1,2,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2
"PTHR23277_SF62",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR23277_SF63",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1
"PTHR23280_SF18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR23280_SF8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR23281",7,8,7,7,8,8,7,7,8,8,7,6,7,8,8,7,7,9,7,10,7,7,7,7,7,6,8,7,11,10,7,9,7,7,7,7,7,8,7,8,8,8,8,7,7,8,8,9,7,6,9,7,7,8,9,7,7,6,7,10,7
"PTHR23282_SF62",2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2
"PTHR23285_SF4",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23287_SF15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"PTHR23288_SF15",1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23288_SF8",1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1
"PTHR23288_SF9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23290",1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR23291",7,8,7,6,7,7,6,7,7,7,7,7,6,11,7,7,6,6,7,6,7,7,9,5,8,7,8,7,6,7,7,9,7,7,7,7,6,6,7,7,9,8,7,6,6,8,7,6,7,7,6,6,8,8,7,7,6,7,6,8,7
"PTHR23292_SF2",1,1,1,1,2,1,1,2,1,1,1,1,1,0,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR23292_SF7",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23293_SF9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1
"PTHR23294",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23295",2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,0,1,1,1,1,1,1,1,2,2,1,1,2,2,2
"PTHR23299",5,7,7,12,14,5,10,7,8,14,4,5,15,10,4,4,6,10,4,11,12,5,6,4,3,4,3,16,4,4,12,11,4,16,5,4,9,16,6,4,4,7,4,11,15,5,8,13,7,7,17,4,6,8,1,7,6,6,5,14,6
"PTHR23300",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,0,0,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1
"PTHR23302",8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17,7,8,8,8,8,8,8,6,8,8,9,8,8,8,8,8,8,8,8,5,7,8,8,8,8,8,8,8,7,9,8,8,8,8,8,7,7,7,10,8
"PTHR23303",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR23305",2,2,2,5,3,1,4,1,1,1,1,1,1,3,1,2,1,1,2,3,1,1,2,1,1,1,1,3,2,1,1,2,1,3,2,1,1,2,2,2,1,1,1,1,2,1,1,3,2,2,3,1,1,2,1,1,1,1,1,1,2
"PTHR23306",2,4,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,2,2,2,2,4,2,2,3,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"PTHR23307_SF0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1
"PTHR23308_SF2",1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23308_SF30",1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
"PTHR23309_SF1",1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23309_SF11",1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23309_SF9",1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,1,3,1,1,3,1,1,2,1,1,1,1,1,1,1
"PTHR23310_SF51",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,0,2,2,0,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1
"PTHR23310_SF54",1,1,1,3,2,1,2,4,1,1,1,1,2,1,0,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,3,4
"PTHR23310_SF55",1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23310_SF6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1
"PTHR23311",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
"PTHR23313",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR23315_SF67",1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23316",10,7,7,15,11,7,15,14,8,11,7,8,7,8,9,7,9,9,8,11,8,6,7,7,7,6,8,9,10,8,8,7,7,9,8,17,6,10,14,7,9,9,9,10,11,6,7,11,7,7,13,7,8,15,6,7,7,8,8,6,12
"PTHR23317_SF65",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR23317_SF66",2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
